,商品全名,用户评论时间,用户评论内容
894,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 14:14:40,东西相当完美，太喜欢了，值得推荐
895,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 13:22:42,整体感觉还可以！就是每次休眠唤醒的时候会出现雪花屏，也不知道是什么原因，主要拿来写代码办公用！平时发热的话也还可以
896,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 13:18:06,好喜欢，到手就装系统到凌晨
897,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 13:11:45,物流给力，京准达，太给力了
898,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:58:35,物流配送速度特别给力，配送小哥服务很好。很好的体验！
899,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:56:24,除了发热严重外，其他没有什么问题
900,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:53:55,性能还行，苹果系统不错
901,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:53:41,价格也太便宜了，比官方品便宜啦2000多
902,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:24:25,物流很给力，电脑很漂亮，系统正在熟悉过程中，总之挺满意的。
903,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:21:07,京东服务质量没得说，物流更是快的惊人！
904,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 11:20:18,满意的网购经历，一如既往的支持京东
905,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 10:53:49,打开了，目前没发现问题。希望之后能够好用、耐用
906,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 09:45:40,电脑很好，就是感觉电池不怎样行一下子就没电了，快递也很不错
907,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 09:31:35,说下感受：第一是快。第二是颜值确实高。实用习惯方面，会有相当程度的不适应，但是鉴于IOS的简洁性，上手会很快。需要吐槽的是，接口设计到现在仍然是超前了一点，烦。
908,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 09:20:11,感觉有点卡&hellip;不知道什么问题
909,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 09:14:14,非常满意，颜值惊人。虽处理器i5，但是使用起来没啥影响
910,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 09:03:45,一直信赖京东自营的产品，全5分好评，另外谢谢京东的专送人员，体验很好，一身商务范。
911,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 08:54:43,没有赠品，没有赠品，没有赠品，618中午下单，赠品没收到，很伤心
912,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 08:28:54,最近突然一卡一卡的，不知道咋啦。
913,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 07:56:22,发货超快，颜色质感都不错，尽管用惯了Apple，新款的软件下载了全英文，还得慢慢来，快递小哥老是不接电话，没法协调送货时间，多改进呵
914,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 07:49:31,钱多眼不瞎&hellip;&hellip;各方面确实都很不错，颜值质感&hellip;&hellip;系统还不习惯，软件安装起来没有之前那么随意，还有就是工作的时候电池有点热&hellip;&hellip;
915,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 07:18:13,用起来相当方便，不过还得适应一段时间
916,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 06:17:22,电脑完美，只是送货稍微慢点
917,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 06:04:23,电脑品质就不说了 非常棒
918,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 01:43:15,"拍错颜色了，不能退，重新拍了一台，刚入手两天，这台12988出掉,512G顶配，联系~"
919,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 01:22:07,造型和苹果一样有逼格，很喜欢的。推荐。
920,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 00:34:10,太智能了，简直不可想象，有的是机会使用，感谢！
921,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 00:30:03,6.18下单，送货稍慢。开箱之后还是很满意的，做工没得说，散热性能确实好，机子很轻薄，满意
922,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 00:27:45,电脑不错屏幕很清晰 系统用一下也就适应了 要添点装备了
923,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 23:41:07,还不错^?_?^挺好的～
924,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 23:07:52,第一个MacBook Pro，纠结了好久买不买，618活动还是没忍住下手了8888，6期免费分期。原计划620送到，实际619收到货，京东物流一级棒！收到货后，直接被它的外观折服啦，太喜欢了，有质感、上档次、有品味！操作习惯还在适应中，手机，iPad都是苹果? 适应应该很快吧
925,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 23:01:26,很好，很轻便，就是还是不够便宜，哈哈哈
926,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 22:51:52,不错，屏幕比air好多了，pro比air更小巧。
927,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 22:06:15,618活动买的，包装不错，还有京尊达专人送过来，还在慢慢熟悉过程中
928,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 21:48:48,关注了好久了，618降价800，果断入手。
929,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 21:24:28,有瑕疵，漆面有问题，看链接写着原厂延保，实质也不是，误导人，而且价格只比平时优惠了两三百，活动没有力度
930,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 21:18:54,还不错，有很多地方和用imac和垃圾桶感觉不一样。触控板不错，但是散热感觉有点坑。
931,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 21:14:16,苹果的东西，做工没得说，屏幕无论是清晰度还是色彩还原上也非常有限
932,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 21:09:13,手感不错，到手后就激活了，更多性能待使用后再评价。快递员真棒，细心认真。
933,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 20:44:52,暂时还可以
934,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 20:32:25,电脑到了还可以就是内存小了
935,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 20:16:16,非常不错
936,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 20:10:34,苹果的屏幕非常的清晰，手感也非常好，因为是全金属的，体积也比较小，非常适合女生携带，开机时有雪花屏闪过，其它一切都还好，暂未出现其他的问题，现在还不太适应苹果的系统。
937,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 19:30:51,表弟要买的，但是我依然不支持苹果
938,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 19:10:47,挺惊艳的，刚开始设置有点头痛，后来挺上手的
939,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 18:56:01,商品确实值五星，但是想买256GB的深空灰，可惜一直没货，而且无法修改订单。无奈只能买了乞丐版的银色。只能以后过保了自己换硬盘了。
940,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 18:22:05,秒杀12588，出差神器
941,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 18:02:59,东西可以 卖贵了不是最便宜的 而且也送错站点了 也是服了
942,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 17:58:12,五星好评，苹果品质，值得信赖
943,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 17:33:41,在618买的 性价比超高 很喜欢
944,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 16:44:26,还可以，装了双系统，对windows 的系统支持不太好，老是蓝屏
945,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 15:49:02,还在学习操作，其他没有问题，用两天再来评价，物流真的快，就是618有点坑，没便宜多少，**都失效了等618，结果更贵
946,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 15:39:58,还可以，挺好用的，屏幕不错
947,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 15:20:53,东西很好，送货很快，必须满意，好评满分～下回还来～
948,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 15:19:39,不错的笔记本，用起来很好，女朋友很喜欢
949,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 15:04:32,很流畅 没啥毛病 是新机 电池循环一次 抢到就是赚到 触控板体验特别棒 普通办公基本不用鼠标
950,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 14:38:30,还好 完美无磕碰就是不是京尊达 没看到小哥哥
951,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 14:18:51,好评，好评。验过了，是正品。正品。一万多的货，终于踏心了。本来想买银色的，拍错了。不过，现在这个颜色也挺好的。给京东的服务点个赞
952,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 13:46:17,MacBook Pro 非常棒 质感 和外观都很美观大方 简约。 但是我内存买小了 唉唉.. 其它都很好 是正品 厉害 ?。先用着看 后续有问题在追评
953,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 13:43:59,这么多天了，没啥问题&hellip;&hellip;先给个好评
954,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 13:40:30,用着确实舒服，很轻很薄，以后出差再也不用背个大家出门了。。。
955,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 13:37:24,好东西就是好东西！没什么好评价的！先熟悉一段时间苹果系统！
956,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 12:35:44,我们家小菇凉很满意，她开心就好，东西非常好非常好非常好非常好
957,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 12:29:09,性能很好 送货也快
958,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 12:16:35,价格实惠，物流迅速，下单后，很快就到货了，包装很好，苹果的工业设计实力一流，非常漂亮，简直是一件艺术品，虽然MAC OS使用不习惯，但是官方支持可以更换为WIN操作系统，还是不错的
959,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 11:39:34,使用中、希望不会出问题啊&hellip;&hellip;
960,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:44:15,"您看到这段文字说明此物品描述属实，符合期望值，性价比不错，用着感觉挺好，值得购买。
如果有特别或不足之处，我会单独列出的。
另，感谢京东快递员。"
961,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:43:45,整体还是很不错的，还没真正开始用
962,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:39:58,帮朋友买的，自己用的也是这款，很不错
963,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:28:03,买来送给朋友的，希望他能喜欢！
964,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:13:53,首先颜值高度赞赏，看习惯了银色，这个颜色真的超级好看。系统，软件什么的都要下载，我的移动硬盘只能读，还要转格式，心塞之路漫漫，另外就是office了原装258，我不想说什么了！还有转接器，苹果的接口，转接器是必备单品，另外蓝牙鼠标，总之就是当你买了苹果电脑后，不要以为钱花到这就完了&hellip;
965,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:04:58,服务很好，下次还会来购买。
966,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 10:00:03,性能不错，配置高，速度快。
967,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 09:57:32,苹果天下第一  做工一流 b格高 便携性高 拿出去面子足 买了不后悔
968,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 09:53:30,本还可以，但是价格我今天买了第二天就降了600，然后过了几天又变成了降价900，受不了，我记得京东比较靠谱才对呀
969,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 09:40:05,还在使用过程中，这款大家都知道没话说，我是在京东秒杀时下的单。后续有什么使用体会再来评
970,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-19 09:19:46,很好，是我想象中的那个Macbook pro，用起来很顺手，就是有点小，应该买个15寸的，这样体验感会更好
